city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Tržič,Trzic,46.3667,14.3167,Slovenia,SI,SVN,Tržič,admin,,1705554055
Turnišče,Turnisce,46.6278,16.3203,Slovenia,SI,SVN,Turnišče,admin,,1705851676
Velenje,Velenje,46.3592,15.1103,Slovenia,SI,SVN,Velenje,admin,,1705929589
Velike Lašče,Velike Lasce,45.8322,14.6364,Slovenia,SI,SVN,Velike Lašče,admin,,1705618557
Vipava,Vipava,45.8467,13.9631,Slovenia,SI,SVN,Vipava,admin,,1705864633
Vitanje,Vitanje,46.3817,15.2958,Slovenia,SI,SVN,Vitanje,admin,,1705925648
Vodice,Vodice,46.2000,14.5000,Slovenia,SI,SVN,Vodice,admin,,1705728443
Vrhnika,Vrhnika,45.9661,14.2956,Slovenia,SI,SVN,Vrhnika,admin,,1705071756
Vuzenica,Vuzenica,46.5964,15.1672,Slovenia,SI,SVN,Vuzenica,admin,,1705639122
Zagorje ob Savi,Zagorje ob Savi,46.1342,15.0014,Slovenia,SI,SVN,Zagorje ob Savi,admin,,1705942287
Zavrč,Zavrc,46.3917,16.0497,Slovenia,SI,SVN,Zavrč,admin,,1705477555
Železniki,Zelezniki,46.2333,14.1667,Slovenia,SI,SVN,Železniki,admin,,1705885002
Vojnik,Vojnik,46.2933,15.3033,Slovenia,SI,SVN,Vojnik,admin,,1705662463
Vransko,Vransko,46.2439,14.9514,Slovenia,SI,SVN,Vransko,admin,,1705616966
Žalec,Zalec,46.2536,15.1675,Slovenia,SI,SVN,Žalec,admin,,1705340993
Žetale,Zetale,46.2750,15.7939,Slovenia,SI,SVN,Žetale,admin,,1705941695
Žirovnica,Zirovnica,46.4047,14.1400,Slovenia,SI,SVN,Žirovnica,admin,,1705602636
Žužemberk,Zuzemberk,45.8339,14.9292,Slovenia,SI,SVN,Žužemberk,admin,,1705027920
Trnovska Vas,Trnovska Vas,46.5167,15.9000,Slovenia,SI,SVN,Trnovska Vas,admin,,1705654373
Trzin,Trzin,46.1333,14.5667,Slovenia,SI,SVN,Trzin,admin,,1705707595
Velika Polana,Velika Polana,46.5719,16.3469,Slovenia,SI,SVN,Velika Polana,admin,,1705627212
Veržej,Verzej,46.5836,16.1653,Slovenia,SI,SVN,Veržej,admin,,1705529436
Žiri,Ziri,46.0422,14.1072,Slovenia,SI,SVN,Žiri,admin,,1705440220
Zreče,Zrece,46.3833,15.3667,Slovenia,SI,SVN,Zreče,admin,,1705764665
Tabor,Tabor,46.2361,15.0183,Slovenia,SI,SVN,Tabor,admin,,1705756002
Tišina,Tisina,46.6581,16.0917,Slovenia,SI,SVN,Tišina,admin,,1705811179
Osilnica,Osilnica,45.5292,14.6979,Slovenia,SI,SVN,Osilnica,admin,,1705839708
Kostel,Kostel,45.5084,14.9101,Slovenia,SI,SVN,Kostel,admin,,1705541759
Cirkulane,Cirkulane,46.3453,15.9952,Slovenia,SI,SVN,Cirkulane,admin,,1705650900
Apače,Apace,46.6972,15.9106,Slovenia,SI,SVN,Apače,admin,,1705285338
Komenda,Komenda,46.2038,14.5407,Slovenia,SI,SVN,Komenda,admin,,1705295612
Šmarješke Toplice,Smarjeske Toplice,45.8620,15.2231,Slovenia,SI,SVN,Šmarješke Toplice,admin,,1705361649
Nazarje,Nazarje,46.3176,14.9467,Slovenia,SI,SVN,Nazarje,admin,,1705598784
Ankaran,Ankaran,45.5786,13.7361,Slovenia,SI,SVN,Ankaran,admin,,1705521676
Žilina,Zilina,49.2198,18.7494,Slovakia,SK,SVK,Žilinský,admin,87625,1703289183
Bratislava,Bratislava,48.1500,17.1170,Slovakia,SK,SVK,Bratislavský,primary,423737,1703195001
Trnava,Trnava,48.3666,17.6000,Slovakia,SK,SVK,Trnavský,admin,69785,1703497997
Prešov,Presov,48.9997,21.2394,Slovakia,SK,SVK,Prešovský,admin,94718,1703231427
Košice,Kosice,48.7304,21.2500,Slovakia,SK,SVK,Košický,admin,236563,1703452690
Trenčín,Trencin,48.8867,18.0480,Slovakia,SK,SVK,Trenčiansky,admin,,1703029695
Nitra,Nitra,48.3090,18.0873,Slovakia,SK,SVK,Nitriansky,admin,,1703890031
Banská Bystrica,Banska Bystrica,48.7333,19.1500,Slovakia,SK,SVK,Banskobystrický,admin,82336,1703015198
Zvolen,Zvolen,48.5837,19.1332,Slovakia,SK,SVK,Banskobystrický,minor,44502,1703102070
Uzhgorod,Uzhgorod,48.6300,22.2500,Ukraine,UA,UKR,Zakarpats’ka Oblast’,admin,150832,1804851697
Kiev,Kiev,50.4334,30.5166,Ukraine,UA,UKR,"Kyyiv, Misto",primary,2709000,1804382913
Ivano-Frankivsk,Ivano-Frankivsk,48.9348,24.7094,Ukraine,UA,UKR,Ivano-Frankivs’ka Oblast’,admin,241239,1804208152
Kherson,Kherson,46.6325,32.6007,Ukraine,UA,UKR,Khersons’ka Oblast’,admin,320477,1804514036
Donetsk,Donetsk,48.0000,37.8300,Ukraine,UA,UKR,Donets’ka Oblast’,admin,988000,1804963805
Khmelnytskyy,Khmelnytskyy,49.4249,27.0015,Ukraine,UA,UKR,Khmel’nyts’ka Oblast’,admin,398346,1804347108
Makiyivka,Makiyivka,48.0297,37.9746,Ukraine,UA,UKR,Donets’ka Oblast’,,376610,1804926154
Mykolayiv,Mykolayiv,46.9677,31.9843,Ukraine,UA,UKR,Mykolayivs’ka Oblast’,admin,510840,1804398395
Lvov,Lvov,49.8350,24.0300,Ukraine,UA,UKR,L’vivs’ka Oblast’,admin,803880,1804939658
Odessa,Odessa,46.4900,30.7100,Ukraine,UA,UKR,Odes’ka Oblast’,admin,991000,1804178102
Kharkiv,Kharkiv,50.0000,36.2500,Ukraine,UA,UKR,Kharkivs’ka Oblast’,admin,1461000,1804588111
Zaporizhzhya,Zaporizhzhya,47.8573,35.1768,Ukraine,UA,UKR,Zaporiz’ka Oblast’,admin,788000,1804644752
Luhansk,Luhansk,48.5698,39.3344,Ukraine,UA,UKR,Luhans’ka Oblast’,admin,452000,1804688214
Sumy,Sumy,50.9243,34.7809,Ukraine,UA,UKR,Sums’ka Oblast’,admin,294456,1804489982
Ternopil,Ternopil,49.5360,25.5821,Ukraine,UA,UKR,Ternopil’s’ka Oblast’,admin,244768,1804000146
Poltava,Poltava,49.5740,34.5703,Ukraine,UA,UKR,Poltavs’ka Oblast’,admin,317847,1804547489
Vinnytsya,Vinnytsya,49.2254,28.4816,Ukraine,UA,UKR,Vinnyts’ka Oblast’,admin,352115,1804658571
Simferopol’,Simferopol',44.9572,34.1108,Ukraine,UA,UKR,"Krym, Avtonomna Respublika",admin,,1804665958
Lutsk,Lutsk,50.7472,25.3334,Ukraine,UA,UKR,Volyns’ka Oblast’,admin,213661,1804014744
Chernivtsi,Chernivtsi,48.3053,25.9216,Ukraine,UA,UKR,Chernivets’ka Oblast’,admin,298251,1804652872
Cherkasy,Cherkasy,49.4347,32.0709,Ukraine,UA,UKR,Cherkas’ka Oblast’,admin,297568,1804459212
Mariupol,Mariupol,47.0962,37.5562,Ukraine,UA,UKR,Donets’ka Oblast’,,481626,1804630021
Chernobyl,Chernobyl,51.3894,30.0989,Ukraine,UA,UKR,Kyyivs’ka Oblast’,,0,1804043438
Zhytomyr,Zhytomyr,50.2456,28.6622,Ukraine,UA,UKR,Zhytomyrs’ka Oblast’,admin,282192,1804540656
Horlivka,Horlivka,48.2996,38.0547,Ukraine,UA,UKR,Donets’ka Oblast’,,396885,1804235146
Kramatorsk,Kramatorsk,48.7194,37.5344,Ukraine,UA,UKR,Donets’ka Oblast’,,184105,1804461469
Lysychansk,Lysychansk,48.9204,38.4274,Ukraine,UA,UKR,Luhans’ka Oblast’,,124421,1804673535
Melitopol,Melitopol,46.8378,35.3775,Ukraine,UA,UKR,Zaporiz’ka Oblast’,minor,158000,1804906240
Chernihiv,Chernihiv,51.5049,31.3015,Ukraine,UA,UKR,Chernihivs’ka Oblast’,admin,307684,1804565996
Nizhyn,Nizhyn,51.0541,31.8903,Ukraine,UA,UKR,Chernihivs’ka Oblast’,minor,116288,1804714087
Berdyansk,Berdyansk,46.7568,36.7868,Ukraine,UA,UKR,Zaporiz’ka Oblast’,minor,118284,1804599785
Kovel,Kovel,51.2171,24.7166,Ukraine,UA,UKR,Volyns’ka Oblast’,minor,71301,1804093604
Kupyansk,Kupyansk,49.7218,37.5981,Ukraine,UA,UKR,Kharkivs’ka Oblast’,minor,78870,1804300255
Nikopol,Nikopol,47.5666,34.4062,Ukraine,UA,UKR,Dnipropetrovs’ka Oblast’,minor,130500,1804000135
Rivne,Rivne,50.6166,26.2528,Ukraine,UA,UKR,Rivnens’ka Oblast’,admin,255106,1804144712
Uman,Uman,48.7543,30.2109,Ukraine,UA,UKR,Cherkas’ka Oblast’,minor,87658,1804670442
Drohobych,Drohobych,49.3444,23.4994,Ukraine,UA,UKR,L’vivs’ka Oblast’,minor,124269,1804782563
Konotop,Konotop,51.2424,33.2090,Ukraine,UA,UKR,Sums’ka Oblast’,minor,103547,1804110853
Voznesensk,Voznesensk,47.5504,31.3333,Ukraine,UA,UKR,Mykolayivs’ka Oblast’,minor,43996,1804117559
Korosten,Korosten,50.9504,28.6500,Ukraine,UA,UKR,Zhytomyrs’ka Oblast’,minor,72984,1804648682
Kamyanets-Podilskyy,Kamyanets-Podilskyy,48.6843,26.5809,Ukraine,UA,UKR,Khmel’nyts’ka Oblast’,minor,114658,1804779341
Shostka,Shostka,51.8734,33.4797,Ukraine,UA,UKR,Sums’ka Oblast’,minor,96825,1804764606
Kryvyy Rih,Kryvyy Rih,47.9283,33.3450,Ukraine,UA,UKR,Dnipropetrovs’ka Oblast’,minor,652380,1804544901
Izmayil,Izmayil,45.3503,28.8374,Ukraine,UA,UKR,Odes’ka Oblast’,minor,83194,1804652754
Bila Tserkva,Bila Tserkva,49.7743,30.1309,Ukraine,UA,UKR,Kyyivs’ka Oblast’,minor,199163,1804758853
Brovary,Brovary,50.4943,30.7809,Ukraine,UA,UKR,Kyyivs’ka Oblast’,minor,88506,1804386597
Sevastopol’,Sevastopol',44.5883,33.5224,Ukraine,UA,UKR,"Sevastopol’, Misto",admin,,1804806030
Kremenchuk,Kremenchuk,49.0835,33.4296,Ukraine,UA,UKR,Poltavs’ka Oblast’,,232742,1804789102
Kirovohrad,Kirovohrad,48.5041,32.2603,Ukraine,UA,UKR,Kirovohrads’ka Oblast’,admin,249454,1804374492
Dnipro,Dnipro,48.4800,35.0000,Ukraine,UA,UKR,Dnipropetrovs’ka Oblast’,admin,1050000,1804152933
Illichivsk,Illichivsk,46.3000,30.6666,Ukraine,UA,UKR,Odes’ka Oblast’,,54102,1804199117
Berat,Berat,40.7100,19.9720,Albania,AL,ALB,Berat,admin,46866,1008955153
Korçë,Korce,40.6167,20.7667,Albania,AL,ALB,Korçë,admin,58259,1008361921
Librazhd,Librazhd,41.2000,20.3667,Albania,AL,ALB,Elbasan,,12691,1008800835
Gjirokastër,Gjirokaster,40.0790,20.1490,Albania,AL,ALB,Gjirokastër,admin,23437,1008368062
Pukë,Puke,42.0333,19.8833,Albania,AL,ALB,Shkodër,,6495,1008739218
Krujë,Kruje,41.5190,19.7970,Albania,AL,ALB,Durrës,,21286,1008696208
Tepelenë,Tepelene,40.2833,20.0333,Albania,AL,ALB,Gjirokastër,,11955,1008683571
Rrëshen,Rreshen,41.7833,19.8167,Albania,AL,ALB,Lezhë,,10064,1008845269
Çorovodë,Corovode,40.5167,20.2333,Albania,AL,ALB,Berat,,14046,1008566247
Shkodër,Shkoder,42.0685,19.5188,Albania,AL,ALB,Shkodër,admin,155767,1008977725
Lushnjë,Lushnje,40.9400,19.7160,Albania,AL,ALB,Fier,,41469,1008790888
Ersekë,Erseke,40.3333,20.6833,Albania,AL,ALB,Korçë,,7890,1008049831
Bajram Curri,Bajram Curri,42.3333,20.0833,Albania,AL,ALB,Kukës,,7967,1008251523
Durrës,Durres,41.3178,19.4482,Albania,AL,ALB,Durrës,admin,142432,1008173690
Burrel,Burrel,41.6260,20.0160,Albania,AL,ALB,Dibër,,15405,1008883153
Kukës,Kukes,42.0830,20.4340,Albania,AL,ALB,Kukës,admin,17832,1008649172
Gramsh,Gramsh,40.8667,20.2000,Albania,AL,ALB,Elbasan,,11556,1008632813
Lezhë,Lezhe,41.7880,19.6540,Albania,AL,ALB,Lezhë,admin,18695,1008889153
Sarandë,Sarande,39.8770,20.0000,Albania,AL,ALB,Vlorë,,15147,1008879697
Përmet,Permet,40.2340,20.3520,Albania,AL,ALB,Gjirokastër,,10686,1008604833
Pogradec,Pogradec,40.9000,20.6640,Albania,AL,ALB,Korçë,,40000,1008366566
Vlorë,Vlore,40.4774,19.4982,Albania,AL,ALB,Vlorë,admin,89546,1008276050
Elbasan,Elbasan,41.1215,20.0838,Albania,AL,ALB,Elbasan,admin,165010,1008409270
Peshkopi,Peshkopi,41.6833,20.4333,Albania,AL,ALB,Dibër,admin,14848,1008412550
Fier,Fier,40.7300,19.5730,Albania,AL,ALB,Fier,admin,82297,1008293317
Tirana,Tirana,41.3275,19.8189,Albania,AL,ALB,Tiranë,primary,895350,1008162156
Eisenstadt,Eisenstadt,47.8333,16.5333,Austria,AT,AUT,Burgenland,admin,13165,1040751740
Innsbruck,Innsbruck,47.2804,11.4100,Austria,AT,AUT,Tirol,admin,155214,1040038924
Bregenz,Bregenz,47.5167,9.7667,Austria,AT,AUT,Vorarlberg,admin,26928,1040174258
Salzburg,Salzburg,47.8105,13.0400,Austria,AT,AUT,Salzburg,admin,206279,1040312147
Linz,Linz,48.3192,14.2888,Austria,AT,AUT,Oberösterreich,admin,349161,1040261171
Wiener Neustadt,Wiener Neustadt,47.8160,16.2500,Austria,AT,AUT,Niederösterreich,minor,82762,1040389518
Sankt Pölten,Sankt Polten,48.2000,15.6333,Austria,AT,AUT,Niederösterreich,admin,,1040313109
Graz,Graz,47.0778,15.4100,Austria,AT,AUT,Steiermark,admin,263234,1040184559
Klagenfurt,Klagenfurt,46.6203,14.3100,Austria,AT,AUT,Kärnten,admin,90610,1040149651
Vienna,Vienna,48.2000,16.3666,Austria,AT,AUT,Wien,primary,2400000,1040261752
Sarajevo,Sarajevo,43.8500,18.3830,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",primary,696731,1070966777
Banja Luka,Banja Luka,44.7804,17.1800,Bosnia And Herzegovina,BA,BIH,"Srpska, Republika",admin,221738,1070859064
Brčko,Brcko,44.8700,18.8101,Bosnia And Herzegovina,BA,BIH,Brcko District,admin,,1070370826
Tuzla,Tuzla,44.5505,18.6800,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,144334,1070117835
Zenica,Zenica,44.2200,17.9200,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,164423,1070047832
Mostar,Mostar,43.3505,17.8200,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,163067,1070000220
Prijedor,Prijedor,44.9804,16.7000,Bosnia And Herzegovina,BA,BIH,"Srpska, Republika",minor,104858,1070565353
Brussels,Brussels,50.8333,4.3333,Belgium,BE,BEL,Brussels-Capital Region,primary,1743000,1056469830
Arlon,Arlon,49.6833,5.8167,Belgium,BE,BEL,Wallonia,minor,26179,1056746428
Antwerpen,Antwerpen,51.2204,4.4150,Belgium,BE,BEL,Flanders,minor,920000,1056168623
Brugge,Brugge,51.2204,3.2300,Belgium,BE,BEL,Flanders,minor,146469,1056953902
Liège,Liege,50.6300,5.5800,Belgium,BE,BEL,Wallonia,minor,749110,1056513284
Hasselt,Hasselt,50.9640,5.4840,Belgium,BE,BEL,Flanders,minor,69222,1056617022
Mons,Mons,50.4460,3.9390,Belgium,BE,BEL,Wallonia,minor,91277,1056836704
Gent,Gent,51.0300,3.7000,Belgium,BE,BEL,Flanders,minor,444336,1056062897
Namur,Namur,50.4704,4.8700,Belgium,BE,BEL,Wallonia,admin,106284,1056954156
Charleroi,Charleroi,50.4204,4.4500,Belgium,BE,BEL,Wallonia,minor,345367,1056263311
Ruse,Ruse,43.8537,25.9733,Bulgaria,BG,BGR,Ruse,admin,184270,1100854249
Varna,Varna,43.2156,27.8953,Bulgaria,BG,BGR,Varna,admin,312770,1100789115
Pazardzhik,Pazardzhik,42.2000,24.3333,Bulgaria,BG,BGR,Pazardzhik,admin,,1100273248
Yambol,Yambol,42.4833,26.5000,Bulgaria,BG,BGR,Yambol,admin,,1100748067
Sliven,Sliven,42.6794,26.3300,Bulgaria,BG,BGR,Sliven,admin,96368,1100110215
Dobrich,Dobrich,43.5851,27.8400,Bulgaria,BG,BGR,Dobrich,admin,94831,1100364404
Lovec,Lovec,43.1380,24.7190,Bulgaria,BG,BGR,Lovech,admin,42211,1100374163
Plovdiv,Plovdiv,42.1540,24.7540,Bulgaria,BG,BGR,Plovdiv,admin,340494,1100436706
Vidin,Vidin,43.9900,22.8725,Bulgaria,BG,BGR,Vidin,admin,,1100463536
Shumen,Shumen,43.2700,26.9294,Bulgaria,BG,BGR,Shumen,admin,87283,1100000004
Razgrad,Razgrad,43.5340,26.5360,Bulgaria,BG,BGR,Razgrad,admin,38285,1100143131
Silistra,Silistra,44.1167,27.2667,Bulgaria,BG,BGR,Silistra,admin,,1100458181
Blagoevgrad,Blagoevgrad,42.0167,23.1000,Bulgaria,BG,BGR,Blagoevgrad,admin,,1100214416
Burgas,Burgas,42.5146,27.4746,Bulgaria,BG,BGR,Burgas,admin,195966,1100365645
Montana,Montana,43.4140,23.2370,Bulgaria,BG,BGR,Montana,admin,47445,1100946651
Gabrovo,Gabrovo,42.8747,25.3342,Bulgaria,BG,BGR,Gabrovo,admin,,1100696135
Kyustendil,Kyustendil,42.2843,22.6911,Bulgaria,BG,BGR,Kyustendil,admin,51067,1100543134
Vratsa,Vratsa,43.2100,23.5625,Bulgaria,BG,BGR,Vratsa,admin,71633,1100261281
Stara Zagora,Stara Zagora,42.4231,25.6227,Bulgaria,BG,BGR,Stara Zagora,admin,143431,1100903924
Smolyan,Smolyan,41.5853,24.6919,Bulgaria,BG,BGR,Smolyan,admin,,1100429166
Pernik,Pernik,42.6100,23.0227,Bulgaria,BG,BGR,Pernik,admin,82467,1100616332
Pleven,Pleven,43.4238,24.6134,Bulgaria,BG,BGR,Pleven,admin,118675,1100973719
Sofia,Sofia,42.6833,23.3167,Bulgaria,BG,BGR,Sofia-Grad,primary,1185000,1100762037
Khaskovo,Khaskovo,41.9438,25.5633,Bulgaria,BG,BGR,Haskovo,admin,79699,1100186247
Kardzhali,Kardzhali,41.6500,25.3667,Bulgaria,BG,BGR,Kardzhali,admin,,1100473094
Targovishte,Targovishte,43.2592,26.5892,Bulgaria,BG,BGR,Targovishte,admin,,1100987486
Turnovo,Turnovo,43.0862,25.6555,Bulgaria,BG,BGR,Veliko Tarnovo,admin,53115,1100134696
Minsk,Minsk,53.9000,27.5666,Belarus,BY,BLR,,primary,1805000,1112348503
Brest,Brest,52.1000,23.7000,Belarus,BY,BLR,Brestskaya Voblasts’,admin,300715,1112896927
Lida,Lida,53.8885,25.2846,Belarus,BY,BLR,Hrodzyenskaya Voblasts’,,100216,1112110662
Baranavichy,Baranavichy,53.1368,26.0134,Belarus,BY,BLR,Brestskaya Voblasts’,minor,168772,1112421165
Mazyr,Mazyr,52.0460,29.2722,Belarus,BY,BLR,Homyel’skaya Voblasts’,minor,112137,1112704173
Hrodna,Hrodna,53.6779,23.8341,Belarus,BY,BLR,Hrodzyenskaya Voblasts’,admin,317365,1112187197
Pinsk,Pinsk,52.1279,26.0941,Belarus,BY,BLR,Brestskaya Voblasts’,minor,130777,1112209279
Maladzyechna,Maladzyechna,54.3188,26.8653,Belarus,BY,BLR,Minskaya Voblasts’,minor,101300,1112822882
Barysaw,Barysaw,54.2260,28.4922,Belarus,BY,BLR,Minskaya Voblasts’,minor,155389,1112659163
Polatsk,Polatsk,55.4894,28.7860,Belarus,BY,BLR,Vitsyebskaya Voblasts’,minor,82258,1112068992
Orsha,Orsha,54.5153,30.4215,Belarus,BY,BLR,Vitsyebskaya Voblasts’,minor,135206,1112188007
Babruysk,Babruysk,53.1266,29.1928,Belarus,BY,BLR,Mahilyowskaya Voblasts’,minor,220517,1112573808
Homyel,Homyel,52.4300,31.0000,Belarus,BY,BLR,Homyel’skaya Voblasts’,admin,480951,1112580227
Mahilyow,Mahilyow,53.8985,30.3247,Belarus,BY,BLR,Mahilyowskaya Voblasts’,admin,369200,1112518993
Vitsyebsk,Vitsyebsk,55.1887,30.1853,Belarus,BY,BLR,Vitsyebskaya Voblasts’,admin,342700,1112480679
Schaffhausen,Schaffhausen,47.6973,8.6349,Switzerland,CH,CHE,Schaffhausen,admin,,1756849233
Aarau,Aarau,47.3896,8.0524,Switzerland,CH,CHE,Aargau,admin,,1756722157
Glarus,Glarus,47.0500,9.0667,Switzerland,CH,CHE,Glarus,admin,5681,1756095767
Zürich,Zurich,47.3800,8.5500,Switzerland,CH,CHE,Zürich,admin,1108000,1756539143
Delémont,Delemont,47.3664,7.3290,Switzerland,CH,CHE,Jura,admin,,1756748908
Liestal,Liestal,47.4830,7.7370,Switzerland,CH,CHE,Basel-Landschaft,admin,12832,1756371637
Basel,Basel,47.5804,7.5900,Switzerland,CH,CHE,Basel-Stadt,admin,830000,1756731313
Solothurn,Solothurn,47.2066,7.5166,Switzerland,CH,CHE,Solothurn,admin,,1756650126
Fribourg,Fribourg,46.8000,7.1500,Switzerland,CH,CHE,Fribourg,admin,32827,1756145667
Zug,Zug,47.1790,8.4870,Switzerland,CH,CHE,Zug,admin,23435,1756703208
Chur,Chur,46.8500,9.5000,Switzerland,CH,CHE,Graubünden,admin,38293,1756471395
Sarnen,Sarnen,46.8990,8.2430,Switzerland,CH,CHE,Obwalden,admin,9410,1756451113
Schwyz,Schwyz,47.0200,8.6480,Switzerland,CH,CHE,Schwyz,admin,14177,1756270644
Luzern,Luzern,47.0504,8.2800,Switzerland,CH,CHE,Luzern,admin,250000,1756544536
Neuchâtel,Neuchatel,46.9990,6.9230,Switzerland,CH,CHE,Neuchâtel,admin,31270,1756726571
Altdorf,Altdorf,46.8790,8.6380,Switzerland,CH,CHE,Uri,admin,8678,1756957308
Biel,Biel,47.1666,7.2500,Switzerland,CH,CHE,Bern,,78708,1756649723
Geneva,Geneva,46.2100,6.1400,Switzerland,CH,CHE,Genève,admin,1240000,1756810813
Lausanne,Lausanne,46.5304,6.6500,Switzerland,CH,CHE,Vaud,admin,265702,1756055099
Bern,Bern,46.9167,7.4670,Switzerland,CH,CHE,Bern,primary,275329,1756374318
Stans,Stans,46.9500,8.3833,Switzerland,CH,CHE,Nidwalden,admin,7475,1756019042
Saint Gallen,Saint Gallen,47.4230,9.3620,Switzerland,CH,CHE,Sankt Gallen,admin,70572,1756343098
Appenzell,Appenzell,47.3333,9.4167,Switzerland,CH,CHE,Appenzell Innerrhoden,admin,5649,1756770881
Herisau,Herisau,47.3833,9.2833,Switzerland,CH,CHE,Appenzell Ausserrhoden,,15438,1756581563
Frauenfeld,Frauenfeld,47.5680,9.1080,Switzerland,CH,CHE,Thurgau,,21979,1756399413
Lugano,Lugano,46.0004,8.9667,Switzerland,CH,CHE,Ticino,,105388,1756503816
Bellinzona,Bellinzona,46.1970,9.0200,Switzerland,CH,CHE,Ticino,,16572,1756130026
Sion,Sion,46.2390,7.3540,Switzerland,CH,CHE,Valais,,28045,1756457392
Schaffhausen,Schaffhausen,47.7060,8.6330,Switzerland,CH,CHE,Schaffhausen,,33863,1756000000
Aarau,Aarau,47.3900,8.0340,Switzerland,CH,CHE,Aargau,,15501,1756000000
Delémont,Delemont,47.3700,7.3450,Switzerland,CH,CHE,Jura,,11315,1756000000
Solothurn,Solothurn,47.2120,7.5370,Switzerland,CH,CHE,Solothurn,,14853,1756000000
Usti Nad Labem,Usti Nad Labem,50.6630,14.0810,Czechia,CZ,CZE,Ústecký Kraj,admin,94105,1203734193
Pardubice,Pardubice,50.0404,15.7600,Czechia,CZ,CZE,Pardubický Kraj,admin,107064,1203857442
Jihlava,Jihlava,49.4004,15.5833,Czechia,CZ,CZE,Vysočina,admin,53921,1203810604
Liberec,Liberec,50.8000,15.0800,Czechia,CZ,CZE,Liberecký Kraj,admin,102175,1203577727
Prague,Prague,50.0833,14.4660,Czechia,CZ,CZE,"Praha, Hlavní Město",primary,1162000,1203744823
Brno,Brno,49.2004,16.6100,Czechia,CZ,CZE,Jihomoravský Kraj,admin,388277,1203676514
Pizen,Pizen,49.7404,13.3600,Czechia,CZ,CZE,Plzeňský Kraj,admin,164180,1203402469
České Budějovice,Ceske Budejovice,48.9800,14.4600,Czechia,CZ,CZE,Jihočeský Kraj ,admin,98851,1203398046
Karlovy Vary,Karlovy Vary,50.2370,12.8750,Czechia,CZ,CZE,Karlovarský Kraj,admin,,1203518899
Ostrava,Ostrava,49.8304,18.2500,Czechia,CZ,CZE,Moravskoslezský Kraj ,admin,478963,1203687206
Olomouc,Olomouc,49.6300,17.2500,Czechia,CZ,CZE,Olomoucký Kraj,admin,101268,1203328061
Hradec Králové,Hradec Kralove,50.2060,15.8120,Czechia,CZ,CZE,Královéhradecký Kraj,admin,95195,1203430618
Zlín,Zlin,49.2304,17.6500,Czechia,CZ,CZE,Zlínský Kraj,admin,124610,1203582141
Berlin,Berlin,52.5218,13.4015,Germany,DE,DEU,Berlin,primary,3406000,1276451290
Cologne,Cologne,50.9300,6.9500,Germany,DE,DEU,North Rhine-Westphalia,,1004000,1276015998
Munich,Munich,48.1299,11.5750,Germany,DE,DEU,Bavaria,admin,1275000,1276692352
Potsdam,Potsdam,52.4004,13.0700,Germany,DE,DEU,Brandenburg,admin,218095,1276395100
Kiel,Kiel,54.3304,10.1300,Germany,DE,DEU,Schleswig-Holstein,admin,269427,1276305306
Wiesbaden,Wiesbaden,50.0804,8.2500,Germany,DE,DEU,Hesse,admin,617126,1276652118
Magdeburg,Magdeburg,52.1304,11.6200,Germany,DE,DEU,Saxony-Anhalt,admin,229826,1276418236
Bremen,Bremen,53.0800,8.8000,Germany,DE,DEU,Bremen,admin,724909,1276376509
Hannover,Hannover,52.3670,9.7167,Germany,DE,DEU,Lower Saxony,admin,722490,1276457707
Düsseldorf,Dusseldorf,51.2204,6.7800,Germany,DE,DEU,North Rhine-Westphalia,admin,1220000,1276615258
Saarbrücken,Saarbrucken,49.2504,6.9700,Germany,DE,DEU,Saarland,admin,770001,1276419711
Schwerin,Schwerin,53.6333,11.4167,Germany,DE,DEU,Mecklenburg-Western Pomerania,admin,96641,1276221707
Hamburg,Hamburg,53.5500,10.0000,Germany,DE,DEU,Hamburg,admin,1757000,1276041799
Stuttgart,Stuttgart,48.7800,9.2000,Germany,DE,DEU,Baden-Württemberg,admin,2944700,1276171358
Dresden,Dresden,51.0500,13.7500,Germany,DE,DEU,Saxony,admin,617515,1276561036
Erfurt,Erfurt,50.9701,11.0300,Germany,DE,DEU,Thuringia,admin,203254,1276924655
Mainz,Mainz,49.9825,8.2732,Germany,DE,DEU,Rhineland-Palatinate,admin,184997,1276801317
Rostock,Rostock,54.0704,12.1500,Germany,DE,DEU,Mecklenburg-Western Pomerania,,203080,1276210265
Kassel,Kassel,51.3000,9.5000,Germany,DE,DEU,Hesse,minor,289924,1276791686
Dortmund,Dortmund,51.5300,7.4500,Germany,DE,DEU,North Rhine-Westphalia,minor,588462,1276562886
Duisburg,Duisburg,51.4300,6.7500,Germany,DE,DEU,North Rhine-Westphalia,minor,1276757,1276977172
Essen,Essen,51.4500,7.0166,Germany,DE,DEU,North Rhine-Westphalia,minor,1742135,1276769247
Bonn,Bonn,50.7205,7.0800,Germany,DE,DEU,North Rhine-Westphalia,minor,680543,1276807850
